id,status_update,created_by,created_time,media_url,posted_ip,privacy_settings,post_status
237,Penn State refuses to disclose how much it is paying to fired president.,196,2021-07-28T05:17:04Z,http://dummyimage.com/131x622.png/cc0000/ffffff,131.155.182.129,friends,active
238,"North Carolina mother Elizabeth Watkins had been a suspect in the strangulation death of her son, Nicholas Loris, for 25 years.",662,2020-10-08T13:20:24Z,http://dummyimage.com/991x220.png/cc0000/ffffff,244.246.28.146,friends,draft
239,"Diane Padys/Taxi/Getty Images A movement that started in Suffolk County, N.Y., is quickly spreading across the country. Its goal: to require animal abusers to sign up for online registries, much like those required for sex offenders. The Suffolk County Society for the Prevention of the Cruelty of An...",626,2021-03-16T07:28:35Z,http://dummyimage.com/136x547.png/ff4444/ffffff,41.59.209.167,anyone,deleted
240,"Fast food restaurants like Burger King and McDonald’s have always been known for their convenience, but now Burger King is taking the term “fast...",410,2021-02-02T08:10:09Z,http://dummyimage.com/237x1314.png/dddddd/000000,84.211.198.12,me,deleted
241,The parents of the third smallest baby to ever survive take their daughter home.,122,2021-06-21T16:17:30Z,http://dummyimage.com/1270x1826.png/5fa2dd/ffffff,219.106.163.36,friends,draft
242,Parker disappeared the day her dispute with ex aired on 'The People's Court.',300,2021-04-19T15:00:28Z,http://dummyimage.com/1680x1432.png/dddddd/000000,105.120.249.254,friends,active
243,"An Ohio man is facing child endangerment charges after allegedly tying up his 12-year-old daughter with duct tape, sticking her in a dog cage as punishment, and then threatening to electrify it. James Tapke, who was arrested Thursday, was ordered held on $50,000 bond during his arraignment Friday. ...",279,2020-12-29T19:54:42Z,http://dummyimage.com/105x436.png/5fa2dd/ffffff,66.13.205.92,me,deleted
244,The video has provoked community anger and helped police find attackers.,345,2021-03-09T23:22:55Z,http://dummyimage.com/459x1235.png/5fa2dd/ffffff,118.32.253.65,friends,deleted
245,"GREENVILLE, S.C. — Mitt Romney for the first time called on former Speaker Newt Gingrich today to release the reports he wrote for Freddie Mac. “Speaker Gingrich worked for Fannie Mae and Freddie Mac. By the way, didn’t he say he was going to release information about his relationship there?” Romney...",55,2021-04-22T02:18:55Z,http://dummyimage.com/1126x1476.png/dddddd/000000,237.217.213.170,anyone,deleted
247,Watch live news stream from ABC News.,775,2021-04-09T06:35:22Z,http://dummyimage.com/354x343.png/ff4444/ffffff,187.191.139.169,friends,deleted
248,"The health of Joe Paterno, whose glittering career as Penn State’s football coach was tainted by a child sex abuse scandal, has taken a turn for the worse and he is in serious condition, according to the family spokesman.",512,2020-09-03T10:01:18Z,http://dummyimage.com/533x1062.png/dddddd/000000,176.175.177.80,friends,active
249,"Hazel Jones, 27, was born with double vaginas, cervixes and uteruses.",761,2020-09-10T04:11:00Z,http://dummyimage.com/833x684.png/5fa2dd/ffffff,33.45.236.191,me,draft
250,"A Salt Lake City woman suffered 3rd degree burns when her pants caught on fire in a Walmart parking lot in South Jordan, Utah, on Thursday evening.",364,2021-08-01T05:47:38Z,http://dummyimage.com/336x616.png/dddddd/000000,33.109.65.81,me,draft
251,"North Dakota’s tourism director said she was surprised by the negative reaction to an ad promoting tourism in his state, which one critic called...",695,2020-09-24T22:41:47Z,http://dummyimage.com/404x1856.png/ff4444/ffffff,240.9.255.87,anyone,active
252,"(Paul Sancya/AP Photo) Newt Gingrich nearly swept South Carolina on Saturday, winning all but one of the state’s bellwether counties and collecting votes from every region. Mitt Romney’s bright spot came in Charleston, the city on South Carolina’s coast that’s home to moderate GOP voters who handed ...",965,2020-12-04T06:01:20Z,http://dummyimage.com/1536x845.png/dddddd/000000,25.74.154.129,anyone,draft
253,"Legendary Penn State football coach, tainted by scandal, dies at 85.",928,2021-05-30T07:07:04Z,http://dummyimage.com/1596x855.png/cc0000/ffffff,61.140.210.71,me,draft
254,ABC News’ Ben Waldron reports: A Bronx man says he nearly had an asthma attack after opening his mail to find a $44 million medical bill from a...,308,2021-08-05T05:59:32Z,http://dummyimage.com/1486x1819.png/ff4444/ffffff,142.90.34.208,friends,active
256,"Rep. Gabrielle Giffords will step down from Congress this week, her staff said today, and not seek re-election when her current term expires this year. “I have more work to do on my recovery and so to do what is best for Arizona I will step down this week,” Giffords said in a video posted online Sun...",682,2021-07-29T14:46:45Z,http://dummyimage.com/1765x825.png/dddddd/000000,41.118.24.32,anyone,deleted
257,An ABC News exclusive from Rotterdam where the virus was created.,808,2021-05-23T11:07:10Z,http://dummyimage.com/1053x264.png/ff4444/ffffff,51.15.172.142,me,active
258,"It seems South Carolinans may have a “hunger” for comedian Stephen Colbert’s presidential bid. Either that or the Cain Train is gaining steam. In Saturday’s primary roughly 6,324 South Carolina voters, about 1 percent, cast their ballot for former presidential candidate Herman Cain, the man Colbert ...",205,2020-11-09T16:24:47Z,http://dummyimage.com/321x1663.png/ff4444/ffffff,198.33.12.63,friends,draft
259,"David Belniak has sued the estate of Ray McWilliams, the now-deceased driver of the other vehicle, for more than $15,000.",654,2021-02-04T23:31:20Z,http://dummyimage.com/1759x714.png/5fa2dd/ffffff,149.170.235.174,friends,draft
260,"A man in West Bengal, India, had expected to find a balance of $200 during a recent visit to an ATM but instead found 490 billion rupees, or $9.8...",573,2021-04-23T06:31:29Z,http://dummyimage.com/1843x754.png/ff4444/ffffff,74.253.107.157,friends,active
261,"Comedian and “30 Rock” star Tracy Morgan has been rushed to a hospital in Park City, Utah after falling over during an awards ceremony at the Sundance Film Festival.",938,2021-07-15T10:34:36Z,http://dummyimage.com/277x1603.png/cc0000/ffffff,160.178.0.85,friends,deleted
262,"Beyond bad breath and gingivitis, poor dental care can have serious risks.",222,2021-06-09T06:32:48Z,http://dummyimage.com/1626x1370.png/ff4444/ffffff,230.193.196.182,anyone,deleted
263,The disciplined and measured campaign Mitt Romney once ran seems like a thing of the past as he begins a week-long effort to fend off a surging Newt Gingrich in Florida.,316,2021-05-02T09:24:02Z,http://dummyimage.com/1329x829.png/ff4444/ffffff,116.27.168.136,anyone,active
264,Sen. Rand Paul told his communications director this morning he was being detained by TSA in Nashville.,641,2021-02-27T23:43:31Z,http://dummyimage.com/874x735.png/dddddd/000000,28.53.247.91,anyone,draft
265,The congresswoman from Arizona to step down to focus on her recovery.,824,2020-10-02T11:18:54Z,http://dummyimage.com/1719x533.png/dddddd/000000,119.132.11.236,anyone,deleted
266,Feds: Uzbek man used 'wedding gift' as codeword for terror attack.,622,2020-11-10T21:51:16Z,http://dummyimage.com/403x711.png/dddddd/000000,169.110.215.163,friends,deleted
267,"Republican Candidates, Super Pacs Pouring Millions Into GOP Race",747,2021-01-22T16:36:59Z,http://dummyimage.com/1174x1277.png/cc0000/ffffff,250.214.235.152,friends,draft
268,Worried about Alzheimer’s disease? You may want to finish that game of Sudoku before you read this. Researchers behind a study in this week’s Archives of Neurology say they have a found a link between “brain-stimulating activities” and levels of protein thought to cause Alzheimer's disease.,208,2021-08-03T07:54:19Z,http://dummyimage.com/1266x1314.png/ff4444/ffffff,35.23.125.209,anyone,active
269,"The four remaining major Republican candidates for president square off in Tampa, Fla., in the 18th debate of the 2012 season. Get live analysis here as the debate happens.",370,2021-05-17T00:11:23Z,http://dummyimage.com/1430x941.png/cc0000/ffffff,162.42.42.7,me,active
270,18th Republican Presidential Debate Features Early Fireworks Between Top Contenders,436,2021-03-13T09:17:34Z,http://dummyimage.com/738x718.png/cc0000/ffffff,229.14.227.101,anyone,deleted
271,"The 2012 Oscar nomination are set to roll in Tuesday morning, and given the early buzz and variety of winners in critics circles and at last week’s Golden Globes, it should prove to be a compelling race in which the academy may be honoring form as well as content. W…",738,2020-12-18T18:06:47Z,http://dummyimage.com/1987x1266.png/5fa2dd/ffffff,220.190.90.153,friends,draft
273,Republican candidate paid less than 14 percent in taxes.,407,2021-06-12T19:27:44Z,http://dummyimage.com/1153x1856.png/cc0000/ffffff,52.52.103.87,anyone,deleted
274,Here are some things to watch for this evening during the State of the Union [SOTU] address,761,2021-05-08T04:31:24Z,,130.175.231.244,anyone,draft
275,"When Obama welcomed the NHL’s Boston Bruins to the White House Monday, goalie Tim Thomas, one of the hockey team’s star players, snubbed the presidential invitation.",640,2021-07-28T06:08:41Z,http://dummyimage.com/1788x519.png/ff4444/ffffff,10.253.116.199,me,deleted
276,"Diane Sawyer and her team are hard at work in the DC bureau preparing for tonight's State of the Union Address. On Thursday, Diane will interview President Obama -- what questions would you ask?",405,2021-04-01T03:21:32Z,http://dummyimage.com/1349x464.png/5fa2dd/ffffff,30.163.173.202,me,deleted
277,A baby elephant at a German zoo who suffered from heart problems has passed away.,558,2021-08-14T05:23:56Z,http://dummyimage.com/543x1946.png/cc0000/ffffff,41.5.239.146,anyone,deleted
278,President Obama Proposes Tax Reforms to Reflect 'American Values',375,2020-11-22T08:17:06Z,http://dummyimage.com/639x759.png/ff4444/ffffff,221.178.63.43,friends,active
281,"President Obama Says Country 'Getting Stronger,' Can't 'Turn Back Now'",652,2021-05-30T22:31:28Z,http://dummyimage.com/484x1452.png/ff4444/ffffff,202.202.177.125,anyone,deleted
282,"A U.S. special operations team of Navy SEALs conducted a rescue mission into Somalia Tuesday night to free two aid workers, including an American woman, who had been held hostage for three months by Somali criminals.",36,2021-07-26T00:13:24Z,http://dummyimage.com/1500x1092.png/ff4444/ffffff,50.65.23.187,me,deleted
283,"Works for worms but maybe not for humans, scientists find.",653,2020-12-20T13:15:22Z,http://dummyimage.com/736x1055.png/ff4444/ffffff,109.129.2.168,friends,deleted
284,Watch live news stream from ABC News.,229,2021-04-24T22:16:57Z,http://dummyimage.com/1981x1646.png/cc0000/ffffff,58.6.60.182,me,draft
285,Sheldon Adelson places big bets on an old friend.,321,2020-09-01T11:01:54Z,http://dummyimage.com/939x870.png/ff4444/ffffff,237.185.4.14,friends,active
286,"Danny Hembree Jr., 50, was convicted in 2011 of murdering a teenage girl.",908,2020-09-14T02:53:36Z,http://dummyimage.com/480x1542.png/5fa2dd/ffffff,82.128.250.241,me,draft
287,A study found pharmacies in low-income areas gave false information more often.,364,2021-03-17T06:51:42Z,http://dummyimage.com/1576x925.png/ff4444/ffffff,92.241.80.170,me,deleted
288,"Under house arrest in U.K., Assange will host series for Russia's RT network.",629,2020-09-15T20:37:51Z,http://dummyimage.com/1165x197.png/ff4444/ffffff,101.239.118.238,anyone,deleted
289,"Numerous people have alleged that the ticket was stolen from them, claims which have to be discredited, in part, by the real winner's story.",496,2020-11-12T06:04:45Z,http://dummyimage.com/289x1890.png/ff4444/ffffff,56.193.114.46,me,draft
290,"(Image credit: John Michael Cooper/AltF) Three New Orleans couples who suffered devastating losses in the wake of Hurricane Katrina, including the loss of their wedding photos, got a chance to re-create their wedding days for an army of professional photographers. Among them were April and Darryl Al...",572,2021-01-06T06:54:27Z,http://dummyimage.com/1999x1141.png/ff4444/ffffff,211.36.66.223,friends,deleted
291,The White House travel pool reports that President Obama and Arizona Gov. Jan Brewer had some words on tarmac when Air Force One landed in Phoenix before the president visited an Intel plant in Arizona. Here is what pool reporter Carrie Budoff Brown wrote: President Obama arrived in Phoenix at 3:15 ...,607,2021-08-15T02:40:05Z,http://dummyimage.com/1888x1508.png/5fa2dd/ffffff,102.208.166.243,me,deleted
292,The White House travel pool reports that President Obama and Arizona Gov. Jan Brewer had some words on tarmac when Air Force One landed in Phoenix before the president visited an Intel plant in Arizona. Here is what pool reporter Carrie Budoff Brown wrote: President Obama arrived in Phoenix at 3:15 ...,911,2021-07-04T11:57:03Z,http://dummyimage.com/372x1807.png/cc0000/ffffff,157.54.167.190,me,deleted
293,"(Image Credit: The Press-Enterprise) The Riverside County, Calif., District Attorney is reviewing a classroom incident that led a man to get a temporary restraining order against a 4th-grader who allegedly threatened his son with a knife. The boy and the school district were officially served with t...",414,2021-07-29T19:42:34Z,http://dummyimage.com/1150x104.png/cc0000/ffffff,196.41.101.104,friends,active
294,"Newt Gingrich really wants to go to the moon — and to Mars. And he would give statehood to a space colony, if it had a big enough population. But before a I get to that, a quick note about Gingrich’s crowds in Florida: They are enormous and they are enthusiastic. In fact, Gingrich is attracting bi...",578,2021-07-06T16:52:31Z,http://dummyimage.com/1238x1260.png/dddddd/000000,78.159.94.252,anyone,draft
295,Kidnapping kept from media to protect victims.,967,2021-04-19T20:15:26Z,http://dummyimage.com/539x924.png/ff4444/ffffff,171.208.57.171,friends,deleted
296,"If work saps the life out of you, it's the wrong job.",594,2021-07-03T18:10:26Z,http://dummyimage.com/1267x1271.png/ff4444/ffffff,227.132.179.133,friends,deleted
297,"A symphony of negative comments left on review sites about a Chicago violin store were likely all left by one person, and now the store’s owner wants to make him or her pay.",40,2021-07-15T15:06:24Z,http://dummyimage.com/1170x1996.png/ff4444/ffffff,38.220.175.228,anyone,draft
298,CDC scientists search for clues in desperate Morgellons sufferers.,430,2020-11-17T04:38:02Z,http://dummyimage.com/185x1139.png/5fa2dd/ffffff,28.78.44.224,me,draft
299,Taco Bell has started to serve 'First Meal' in nearly 800 restaurants.,583,2021-05-16T07:32:22Z,http://dummyimage.com/1987x934.png/dddddd/000000,71.152.191.214,anyone,draft
301,The debt ceiling will rise once again — this time by $1.2 trillion — after the Senate today blocked a resolution that would have denied President Obama an increase. The increase is enough to keep the government running and paying its bills through November 2012. This increase would raise the U.S....,185,2021-05-22T01:36:09Z,http://dummyimage.com/384x1815.png/dddddd/000000,76.43.81.180,anyone,deleted
302,Watch World News tonight at 6:30 p.m. EST for Diane Sawyer’s interview with President Obama.,557,2021-02-17T11:47:00Z,http://dummyimage.com/1275x1969.png/5fa2dd/ffffff,117.33.4.195,anyone,active
303,Watch World News tonight at 6:30 p.m. EST for Diane Sawyer’s interview with President Obama.,274,2021-08-21T22:00:15Z,http://dummyimage.com/1942x1084.png/cc0000/ffffff,162.71.187.193,anyone,active
304,"ABC | Getty Images Robert “Bobby” Hegyes, best known for playing Juan Epstein on “Welcome Back Kotter,” died in his Metuchen, N.J. home today. He was 60. Hegyes’ brother told New Jersey’s Star-Ledger that Hegyes, who also starred on “Cagney and Lacey,” had suffered a heart attack a few years ago and...",1000,2021-08-26T19:20:46Z,,221.158.67.22,friends,active
305,"The four remaining major Republican candidates for president square off in Jacksonville, Florida, in the 19th debate of the 2012 season. See a recap of the first 18 debates here. Florida Republicans will vote in their primary on Jan. 31. ABC News and Yahoo News will offer live analysis and commentar...",893,2021-02-17T21:30:38Z,http://dummyimage.com/1820x333.png/cc0000/ffffff,125.169.122.56,friends,draft
306,"(Image Credit: ABC News) A ninth grader who snapped a picture of a snoozing substitute teacher with his cell phone camera and posted it on a social network is in hot water with his school district. The unnamed student, who attends Mustang Mid-High School in Mustang, Okla., was suspended, according t...",206,2020-12-23T05:05:26Z,http://dummyimage.com/625x254.png/cc0000/ffffff,132.61.126.64,friends,active
307,Campaign amends disclosure form after media inquiries.,969,2021-03-18T00:21:14Z,http://dummyimage.com/1997x254.png/dddddd/000000,131.251.184.38,friends,active
308,Three women are claiming to be the rightful owner of the winning ticket.,153,2021-05-16T23:47:52Z,http://dummyimage.com/1199x1272.png/5fa2dd/ffffff,195.103.31.12,anyone,active
309,Colton Harris-Moore will be sentenced in a federal court on Friday.,719,2021-03-13T07:54:58Z,http://dummyimage.com/1636x197.png/5fa2dd/ffffff,4.212.223.103,me,draft
310,Tonight is the deadline for applications for the next astronaut class. It’s a leap of faith because there is no great space race anymore and Newt Gingrich is the only candidate who even mentions a future in space for the U.S.,349,2021-01-07T14:33:01Z,http://dummyimage.com/1500x1887.png/5fa2dd/ffffff,80.147.33.45,me,active
311,"Though Costa made an offer to the uninjured, other survivors push for more.",317,2021-04-20T22:46:13Z,http://dummyimage.com/1644x149.png/dddddd/000000,52.95.239.4,me,draft
312,A just-released ranking of states by their “tax-friendliness” to business finds Wyoming the most-friendly and New Jersey the least.,399,2021-08-04T11:45:31Z,http://dummyimage.com/1602x1205.png/ff4444/ffffff,95.140.18.163,me,deleted
313,"A Lego man went on one wild ride when two Canadian teenagers attached the toy to a homemade weather balloon, complete with video cams, and launched it into the stratosphere.",948,2021-01-14T00:03:41Z,http://dummyimage.com/1814x1787.png/dddddd/000000,128.20.210.236,anyone,draft
314,"According to the Wall Street Journal, Facebook could file papers for its IPO, or initial public offering of company stock, as early as next Wednesday.",68,2021-01-13T18:45:41Z,http://dummyimage.com/1867x947.png/cc0000/ffffff,201.61.114.39,anyone,active
316,"(Image Credit: Ethan Miller/Getty) Carolyn Goodman may be the only mayor in the United States on food stamps, but it’s only temporary. Goodman is taking part in a local food bank’s challenge to live on $4.06 per day–...",703,2020-11-14T09:10:10Z,http://dummyimage.com/1741x266.png/cc0000/ffffff,111.252.228.62,anyone,draft
317,"Brockovich is probing possible environmental triggers for tics in LeRoy, N.Y.",202,2021-07-09T21:05:49Z,,7.232.161.147,friends,deleted
318,"Mitt Romney’s father, George Romney, has been invoked on the campaign trail often. Newt Gingrich used his release of 12 years’ of tax records as an example to push his rival to release his own tax returns. On Thursday night, Romney mentioned the fact that his father was born in Mexico in response t...",75,2021-03-01T13:28:55Z,http://dummyimage.com/169x164.png/dddddd/000000,124.206.45.159,anyone,deleted
319,"Image Credit: ABC News San Francisco 49ers punt returner Kyle Williams’ two fumbles during last Sunday’s NFC championship game have been blamed for costing the 49ers a trip to Super Bowl XLVI. No one took the loss to the New York Giants harder than Williams, but a 7-year-old boy in Los Angeles likel...",10,2021-05-31T19:12:59Z,http://dummyimage.com/509x1875.png/cc0000/ffffff,66.205.199.238,friends,draft
320,"(ABC) A jury convicted a Lakeville, Minn., dad of child neglect for abandoning his 11-year old son in a foreclosed home with a note to go to his neighbor. Steven Cross, 60, was in tears after a six-person jury convicted him of gross misdemeanor child neglect on Wednesday. His attorney, John Price, s...",639,2021-08-21T16:02:46Z,http://dummyimage.com/277x542.png/5fa2dd/ffffff,105.23.204.68,anyone,active
321,"Nancy Tyler's ex-husband kidnapped her, burned their home to the ground.",176,2020-12-16T19:29:46Z,,62.227.255.111,me,deleted
322,Poland signs international copyright treaty that has sparked days of protests,662,2021-06-15T10:51:44Z,http://dummyimage.com/696x1190.png/cc0000/ffffff,185.52.28.203,me,draft
323,"While some endorse Newt Gingrich, many Republicans are outspoken against him.",501,2021-05-23T01:35:28Z,http://dummyimage.com/1276x209.png/cc0000/ffffff,52.123.37.92,anyone,active
324,Nitrous oxide was reportedly behind Demi Moore's recent hospitalization.,294,2021-06-13T19:57:33Z,http://dummyimage.com/876x1846.png/ff4444/ffffff,88.240.163.105,anyone,draft
325,Mark Malkoff spent the night at six celebrity homes and napped at seven others.,268,2021-01-18T18:41:07Z,http://dummyimage.com/1277x188.png/ff4444/ffffff,213.26.157.251,me,draft
326,A principal bans boots to keep students from smuggling banned items into school.,180,2021-02-18T11:13:56Z,http://dummyimage.com/1562x928.png/ff4444/ffffff,176.41.116.91,anyone,active
327,"Pat Sajak needs to buy a vowel to complete the word “ex_gger_te.” In a recent interview on ESPN2, the ”Wheel of Fortune” host claimed that years...",863,2020-09-22T23:55:53Z,,192.2.227.37,me,draft
328,A photogenic 20-pound orange tabby was resting comfortably in an intensive care unit today following pioneering replacement of a cancer-weakened knee by veterinary surgeons at North Carolina State University whose work could advance the field of human prosthetics. Veterinarians were monitoring the r...,862,2021-02-26T17:39:15Z,http://dummyimage.com/1086x1885.png/5fa2dd/ffffff,19.120.125.98,anyone,draft
329,"John T. Greilick/Detroit News/AP Photo After reversing its foreclosure upon the Detroit home of a 101-year-old Texana Hollis, the federal Department of Housing and Urban Development has again moved to evict her due to the home’s unsafe conditions, ABC News Detroit affiliate WXYZ reported. Community ...",471,2021-03-05T20:50:40Z,http://dummyimage.com/830x843.png/ff4444/ffffff,17.143.137.182,me,active
330,"ABC News’ Katti Gray reports: A Woods Cross, Utah, woman was arrested for allegedly forcing her 9-year-old son to walk alongside her car as she pulled him along by his belt and steered him toward school after he’d missed the school bus. Police said the boy could have been hit by traffic driving in t...",54,2021-02-01T19:15:22Z,http://dummyimage.com/136x659.png/dddddd/000000,19.6.179.42,anyone,deleted
331,"Terrell Owens, the former NFL star receiver who has signed to play for and co-own an indoor football team, is friendless and nearly broke, he told...",737,2021-03-05T14:30:27Z,http://dummyimage.com/1414x904.png/5fa2dd/ffffff,46.200.205.103,anyone,deleted
332,Presidential candidate and House speaker talk to ABC News' Jake Tapper.,101,2020-11-16T19:46:47Z,http://dummyimage.com/921x164.png/ff4444/ffffff,165.117.58.61,friends,deleted
333,The donor heart dropped on the ground by medics in Mexico as they rushed to deliver it to the hospital has been successfully transplanted into the...,82,2021-08-17T02:39:16Z,http://dummyimage.com/904x1743.png/dddddd/000000,123.78.92.71,friends,deleted
334,The Internet giant is expected to file the required paperwork to go public.,438,2021-07-17T01:05:38Z,http://dummyimage.com/888x1677.png/dddddd/000000,161.97.105.88,me,draft
335,An Oklahoma Senator declined to give specific examples but said some food manufacturers used stem cells in the research and development process.,791,2021-07-17T21:14:23Z,http://dummyimage.com/1528x166.png/ff4444/ffffff,71.113.97.27,anyone,deleted
336,"Nicole Vazquez was diagnosed with an aggressive form of breast cancer at age 34, a time when she was surrounded by healthy young friends and was...",598,2020-10-26T15:56:59Z,http://dummyimage.com/671x1326.png/ff4444/ffffff,165.73.73.56,me,draft
337,Six crew members aboard an American Airlines flight en route from Brazil to Miami Sunday were sent to the hospital after the flight experienced...,24,2020-11-02T06:14:22Z,http://dummyimage.com/691x1707.png/dddddd/000000,144.122.106.99,me,draft
338,"Following an onslaught of attacks in last week’s debates and on the Florida airwaves, Newt Gingrich amped up his criticism of frontrunner Mitt Romney this morning, aiming his arrows directly at Romney’s character and calling him “fundamentally dishonest.” “I am saying that he would not be where he i...",872,2021-02-08T10:11:10Z,http://dummyimage.com/1043x471.png/dddddd/000000,252.201.221.151,friends,active
339,ABC News’ Katti Gray reports: The husband of a suburban Detroit woman who was found strangled to death in the back seat of her Mercedes Benz has been called a “person of interest” in the case and reportedly failed a lie-detector test. Police sources told ABC affiliate WXYZ-TV in Detroit that Bob Bas...,141,2021-05-22T13:53:18Z,http://dummyimage.com/1357x1707.png/cc0000/ffffff,201.122.27.59,anyone,deleted
340,Former Speaker Gingrich questions Romney's honesty and character.,836,2020-12-12T00:22:25Z,http://dummyimage.com/1347x1119.png/5fa2dd/ffffff,161.61.62.87,me,active
341,"Credit: Matt Stamey/The Gainesville Sun/AP Photo A series of deadly crashes on a Florida highway overnight killed at least nine people, and officials say the death toll may rise. Florida Highway Patrol Lieutenant Patrick Riordan says heavy smoke from a nearby marsh fire hampered visibility on Inters...",548,2021-05-02T08:16:09Z,http://dummyimage.com/898x1994.png/5fa2dd/ffffff,10.53.165.181,friends,deleted
342,"Trisomy 18, the genetic disorder that sent Rick Santorum’s daughter Bella to the hospital Saturday evening, kills about 90 percent of children before or during birth and those that do live past birth suffer serious symptoms. Children with Trisomy 18, also known as Edwards syndrome, have an extra cop...",928,2020-09-13T09:38:27Z,,50.243.208.16,me,draft
343,"Bobby Bank/WireImage/Getty Images Donald Trump is keeping the door open to a possible presidential bid, stoking rumors again today that he could toss his hat into the ring and run as an independent if he does not believe the eventual Republican nominee can beat President Obama. “It’s not something I...",995,2021-04-27T09:16:07Z,http://dummyimage.com/195x759.png/cc0000/ffffff,7.51.184.97,friends,deleted
344,The full story is scheduled to air today on ESPN.,206,2021-05-28T08:47:04Z,http://dummyimage.com/1635x696.png/5fa2dd/ffffff,191.44.164.224,anyone,active
345,"(Jeffrey L. Rotman/Peter Arnold/Getty Images) Freud’s ‘Royal Road to the Unconscious’ May Have Surfaced at a Pool in France Nature’s Edge Notebook #15 Observation, Analysis, Reflection, New Questions News has come from France that some captive-born dolphins there have been recorded “talking in their...",754,2021-07-30T06:55:39Z,http://dummyimage.com/662x1430.png/dddddd/000000,66.79.211.220,friends,deleted
346,"Babylonia Aivaz is scheduled to marry a warehouse on Union and 10th in Capitol Hill, Seattle, WA",372,2020-10-30T20:44:30Z,http://dummyimage.com/1779x1312.png/ff4444/ffffff,65.22.125.148,anyone,active
347,All Facebook users will be forced to use 'Timeline' in the next couple of weeks.,759,2021-02-28T07:54:56Z,http://dummyimage.com/615x1705.png/ff4444/ffffff,93.118.231.136,me,draft
348,"Blood is 'more than a small cut would produce,' investigators say.",447,2021-01-20T12:19:35Z,http://dummyimage.com/1329x1174.png/cc0000/ffffff,44.167.202.96,me,active
349,…In which I travel to Vegas and am delighted to be “big footed” by my brilliant boss Diane Sawyer…enjoy -Jake Tapper,468,2021-05-10T21:50:37Z,http://dummyimage.com/569x1347.png/cc0000/ffffff,179.41.91.128,me,active
350,Joe Green walked away from friend Zuckerberg's billion-dollar idea.,876,2021-06-26T22:53:27Z,http://dummyimage.com/1475x926.png/ff4444/ffffff,90.93.235.98,friends,draft
351,Arsonist could face manslaughter counts in Florida crashes that killed 10.,444,2021-04-21T20:04:58Z,http://dummyimage.com/425x347.png/ff4444/ffffff,126.143.53.45,me,active
352,"My mom came to New York City to visit for the weekend and brought with her a bunch of old photos, including one of me in the fourth grade wearing my Girl Scout uniform. I look really ticked off because I think I was mad at my dad for some reason. Let it be known the expression I have in the picture...",763,2020-09-17T04:29:28Z,http://dummyimage.com/1457x297.png/dddddd/000000,45.124.114.252,friends,active
353,Stereotyped views on driving have been shaken after new research that finds women are more efficient parkers than men.,593,2020-10-20T03:00:02Z,http://dummyimage.com/952x1205.png/cc0000/ffffff,72.56.100.110,friends,draft
354,"Donald Trump’s top political adviser told ABC News he’s speaking to “high-level political operatives” to explore a third-party bid for the real estate mogul, in a sign that Trump may not quite be done with the 2012 presidential race.",456,2020-11-17T05:20:01Z,http://dummyimage.com/166x1898.png/cc0000/ffffff,65.43.248.218,friends,draft
355,The most recent showdown between Roman Catholic Church leaders and the Obama administration over contraceptive services threatens to alienate the president’s liberal religious supporters at a time when discontent with Washington is surging.,949,2021-06-13T20:39:54Z,http://dummyimage.com/806x447.png/dddddd/000000,115.40.14.243,friends,draft
356,"Tourist tweeted about 'destroying' U.S., digging up Marilyn Monroe.",532,2021-01-04T13:06:33Z,http://dummyimage.com/767x603.png/ff4444/ffffff,188.238.226.198,me,active
357,President Obama’s senior campaign strategist took a not-so-veiled swipe at Mitt Romney via Twitter.,104,2021-07-14T16:55:46Z,http://dummyimage.com/842x397.png/ff4444/ffffff,160.209.223.27,anyone,deleted
358,A UFO? Or just a shadow on sonar?,839,2021-07-02T04:32:19Z,,252.71.30.205,anyone,draft
359,"MIAMI – Four years ago, Florida sealed Mitt Romney’s fate as the vanquished opponent of Sen. John McCain in the Republican primary, but today, the state is poised to send the former Massachusetts governor surging into February as the overwhelming favorite to secure the party’s nomination.",594,2020-11-07T12:33:43Z,http://dummyimage.com/1837x655.png/ff4444/ffffff,132.107.69.31,friends,draft
360,WATCH: Can baseball star Curt Schilling reign supreme in gaming world? Our interview with Schilling about his RPG after MLB.,19,2021-02-13T23:16:22Z,http://dummyimage.com/1433x507.png/5fa2dd/ffffff,188.127.94.228,me,active
361,"From Iran to al Qaeda, James Clapper's worldwide threat assessment.",17,2021-06-08T23:48:50Z,http://dummyimage.com/327x868.png/5fa2dd/ffffff,251.81.247.43,me,active
362,"Teacher blindfolded students, placed cockroaches, semen near faces, police say.",643,2021-07-24T12:58:18Z,http://dummyimage.com/517x302.png/dddddd/000000,158.88.133.43,me,active
363,"J.C. Penney is betting that its new “Fair and Square” pricing strategy, which takes effect Wednesday, will lure customers into the store year-round instead of only at sale and promotion time.",301,2021-04-06T02:04:07Z,http://dummyimage.com/1237x601.png/5fa2dd/ffffff,221.6.134.130,friends,deleted
364,Tracy Melton's family is still in shock days after learning that the remains of the California woman who went missing 14 years ago were discovered and identified last spring in a case that 'fell through the cracks.',189,2021-04-30T06:22:23Z,http://dummyimage.com/614x1242.png/ff4444/ffffff,17.160.126.9,anyone,deleted
